Date Finished,Name,Current Val,Best Val,Save Directory
11-03-20_20:54:55, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=10, 0.8500, 0.8540, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=1~try=0
11-03-20_21:03:49, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=11, 0.7260, 0.7640, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=1~try=0
11-03-20_21:12:42, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=12, 0.7440, 0.7640, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=1~try=0
11-03-20_21:21:35, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=13, 0.7320, 0.7660, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=1~try=0
11-03-20_21:30:29, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=14, 0.7520, 0.7540, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=1~try=0
11-03-20_21:40:01, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=0, 0.7680, 0.7840, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_21:49:19, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=1, 0.7960, 0.8060, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_21:58:39, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=2, 0.8640, 0.8800, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_22:07:56, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=3, 0.8740, 0.8980, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_22:17:13, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=4, 0.8480, 0.8540, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_22:26:30, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=5, 0.9060, 0.9160, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_22:35:44, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=6, 0.8640, 0.8840, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_22:45:18, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=7, 0.7080, 0.7320, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_22:54:59, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=8, 0.8280, 0.8440, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_23:04:55, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=9, 0.8220, 0.8320, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_23:14:30, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=10, 0.8980, 0.9140, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_23:24:06, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=11, 0.7480, 0.7820, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_23:33:43, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=12, 0.8320, 0.8360, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_23:43:19, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=13, 0.7900, 0.8160, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-03-20_23:52:55, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=14, 0.7720, 0.8100, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=2~try=0
11-04-20_00:02:48, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=0, 0.8320, 0.8360, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
11-04-20_00:12:23, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=1, 0.8180, 0.8200, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
11-04-20_00:21:57, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=2, 0.8820, 0.8960, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
11-04-20_00:31:32, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=3, 0.9100, 0.9260, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
11-04-20_00:41:11, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=4, 0.8580, 0.8640, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
11-04-20_00:50:49, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=5, 0.9200, 0.9360, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
11-04-20_01:00:27, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=6, 0.9140, 0.9160, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
11-04-20_01:10:02, id=supsup~seed=0~sparsity=4~try=0~set=RandSplitCIFAR100~task=7, 0.7480, 0.7640, runs/SupsupSeed_run2/rn18-supsup_num_masks_15/id=supsup~seed=0~sparsity=4~try=0
